ts,run_label,idx,type,query,status_code,latency_ms,valid,engine,preview
2025-10-02T03:44:01.947165,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,2393.58,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:44:02.238819,hybrid_v1,8,unsupported,What is current temperature?,200,1.93,True,,"{""response"": ""Response to: You asked: 'What is current temperature?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:44:05.583959,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,3056.03,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:44:05.815348,hybrid_v1,10,unsupported,How is the weather today?,200,2.05,True,,"{""response"": ""Response to: You asked: 'How is the weather today?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:45:29.361140,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,0,0.0,False,,"exception: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
2025-10-02T03:45:30.077470,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,449.4,True,,"{""response"": ""Response to: You asked: 'Show me noise levels for sensor S-I1 last hour'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:45:30.328410,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,1.97,True,,"{""response"": ""Response to: You asked: 'Compare PM2.5 across all zones last 24 hours'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:45:33.902008,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,3295.68,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:45:38.576868,hybrid_v1,5,aggregate,Show average noise levels by zone,200,4406.31,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:45:42.239449,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,3452.82,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:45:46.070817,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,3540.81,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:45:46.293761,hybrid_v1,8,unsupported,What is current temperature?,200,1.91,True,,"{""response"": ""Response to: You asked: 'What is current temperature?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:45:49.108510,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,2575.97,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:45:49.369337,hybrid_v1,10,unsupported,How is the weather today?,200,2.1,True,,"{""response"": ""Response to: You asked: 'How is the weather today?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:51:31.492425,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,0,0.0,False,,"exception: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
2025-10-02T03:51:32.191777,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,485.19,True,,"{""response"": ""Response to: You asked: 'Show me noise levels for sensor S-I1 last hour'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:51:32.431204,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,6.21,True,,"{""response"": ""Response to: You asked: 'Compare PM2.5 across all zones last 24 hours'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:51:34.655459,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,1958.73,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:51:37.197297,hybrid_v1,5,aggregate,Show average noise levels by zone,200,2317.67,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:51:39.359309,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,1918.29,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:51:41.754111,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,2113.96,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:51:42.029185,hybrid_v1,8,unsupported,What is current temperature?,200,2.13,True,,"{""response"": ""Response to: You asked: 'What is current temperature?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:51:44.407548,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,2145.56,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:51:44.664804,hybrid_v1,10,unsupported,How is the weather today?,200,3.97,True,,"{""response"": ""Response to: You asked: 'How is the weather today?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:52:17.240046+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,0,0.0,False,,"exception: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
2025-10-02T03:52:17.858249+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,413.27,True,,"{""response"": ""Response to: You asked: 'Show me noise levels for sensor S-I1 last hour'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:52:18.118467+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,3.58,True,,"{""response"": ""Response to: You asked: 'Compare PM2.5 across all zones last 24 hours'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:52:20.241485+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,1918.06,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:52:22.335521+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,1893.73,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:52:24.484025+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,1892.29,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:52:26.590087+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,1903.94,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:52:26.887514+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,5.36,True,,"{""response"": ""Response to: You asked: 'What is current temperature?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:52:29.094906+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,1923.57,False,,"{""response"": ""Response to: \u274c Error in handle_query: (400)\nReason: Bad Request\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'Vary': 'Accept-Encoding'"
2025-10-02T03:52:29.371088+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,4.25,True,,"{""response"": ""Response to: You asked: 'How is the weather today?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:53:26.049358+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,0,0.0,False,,"exception: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
2025-10-02T03:53:26.743863+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,476.32,True,,"{""response"": ""Response to: You asked: 'Show me noise levels for sensor S-I1 last hour'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:53:26.946221+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,2.01,True,,"{""response"": ""Response to: You asked: 'Compare PM2.5 across all zones last 24 hours'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:53:31.455613+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,4279.65,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:53:34.764198+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,3016.11,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:53:37.996907+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,3019.4,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:53:40.939349+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,2717.83,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:53:41.246187+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,6.65,True,,"{""response"": ""Response to: You asked: 'What is current temperature?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T03:53:44.263698+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,2720.85,True,,"{""response"": ""Response to: No sensor data returned by the query.""}"
2025-10-02T03:53:44.511268+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.06,True,,"{""response"": ""Response to: You asked: 'How is the weather today?'. It doesn't seem related to our sensor data. How can I help?""}"
2025-10-02T04:08:44.857210+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,15.91,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:45.542568+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,469.83,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:45.781901+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,9.29,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:46.045228+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,3.46,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:46.331505+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,3.69,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:46.545741+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,3.39,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:46.763646+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,3.41,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:47.058622+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.5,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:08:47.267631+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,3.48,True,,"{""response"": ""Response to: InfluxDB query failed: (401)\nReason: Unauthorized\nHTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json; charset=utf-8', 'X-Influxdb-Build': 'OSS', 'X-I"
2025-10-02T04:08:47.492514+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,2.24,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:12:20.566853+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,53.76,True,,"{""response"": ""Response to: Returned 533 rows. Example @ 2025-10-02T00:45:00.647296+00:00: co2=536.87, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:12:21.345340+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,565.61,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:12:21.628201+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,26.34,True,,"{""response"": ""Response to: Returned 1595 rows. Example @ 2025-10-02T00:45:00.647296+00:00: co2=None, no2=None, pm25=9.52, noise=None.""}"
2025-10-02T04:12:21.858568+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,22.36,True,,"{""response"": ""Response to: Returned 6 rows. Example @ 2025-10-02T01:00:00+00:00: co2=595.96, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:12:22.119496+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,13.6,True,,"{""response"": ""Response to: Returned 6 rows. Example @ 2025-10-02T01:00:00+00:00: co2=None, no2=None, pm25=None, noise=69.78665105386423.""}"
2025-10-02T04:12:22.402236+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,20.21,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:12:22.635361+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,10.81,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:12:22.843367+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.55,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:12:23.144586+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,9.06,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:12:23.357894+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,1.92,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:13:08.798878+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,200,12.75,True,,"{""response"": ""Response to: Returned 533 rows. Example @ 2025-10-02T00:45:00.647296+00:00: co2=536.87, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:13:09.072487+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,200,7.51,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:13:09.341670+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,200,16.4,True,,"{""response"": ""Response to: Returned 1595 rows. Example @ 2025-10-02T00:45:00.647296+00:00: co2=None, no2=None, pm25=9.52, noise=None.""}"
2025-10-02T04:13:09.975348+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,200,374.28,True,,"{""response"": ""Response to: Returned 6 rows. Example @ 2025-10-02T01:00:00+00:00: co2=595.96, no2=None, pm25=None, noise=None.""}"
2025-10-02T04:13:10.237123+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,200,12.59,True,,"{""response"": ""Response to: Returned 6 rows. Example @ 2025-10-02T01:00:00+00:00: co2=None, no2=None, pm25=None, noise=69.78665105386423.""}"
2025-10-02T04:13:10.482285+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,200,12.0,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:13:10.718443+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,200,10.62,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:13:10.998425+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,2.22,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:13:11.223550+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,200,8.37,False,,"{""response"": ""Response to: No data matched your request.""}"
2025-10-02T04:13:11.486339+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,1.91,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:16:08.443223+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,500,13.15,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:08.651134+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,500,4.48,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:08.872770+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,500,11.96,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:09.717023+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,500,562.83,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:10.019182+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,500,4.28,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:10.282141+00:00,hybrid_v1,6,threshold,When did CO2 exceed 1000 ppm in construction zone?,500,4.07,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:10.555344+00:00,hybrid_v1,7,lookup,Latest CO2 readings from all sensors,500,3.96,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:11.299743+00:00,hybrid_v1,8,unsupported,What is current temperature?,200,483.21,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:16:11.565821+00:00,hybrid_v1,9,invalid,Plot CO2 for sensor XYZ,500,8.64,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:11.797588+00:00,hybrid_v1,10,unsupported,How is the weather today?,200,3.92,True,,"{""response"": ""Response to: Your question appears out of scope for CO\u2082/NO\u2082/PM2.5/noise data in the UDT. Try e.g., 'Show me CO2 in the construction zone last hour'.""}"
2025-10-02T04:16:47.814396+00:00,hybrid_v1,1,lookup,What was the CO2 level in construction zone yesterday?,500,9.85,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:48.082872+00:00,hybrid_v1,2,timeseries,Show me noise levels for sensor S-I1 last hour,500,9.58,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:48.369912+00:00,hybrid_v1,3,aggregate,Compare PM2.5 across all zones last 24 hours,500,4.51,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:49.089192+00:00,hybrid_v1,4,aggregate,What was the maximum CO2 reading this week?,500,481.79,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
2025-10-02T04:16:49.311952+00:00,hybrid_v1,5,aggregate,Show average noise levels by zone,500,10.33,False,,"<!doctype html>
<html lang=en>
  <head>
    <title>NameError: name 'BUCKET' is not defined
 // Werkzeug Debugger</title>
    <link rel=""stylesheet"" href=""?__debugger__=yes&amp;cmd=resource&amp;f=style"
